,customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1753,2057-boykm,female,1,yes,no,72,yes,yes,fiber optic,yes,yes,yes,yes,no,no,two year,yes,bank transfer (automatic),96.6,6827.5,no
1754,3658-qqjyd,male,0,no,no,62,yes,no,dsl,yes,yes,no,no,yes,yes,one year,yes,credit card (automatic),74.3,4698.05,no
1755,1803-bgnbd,female,0,no,no,12,yes,no,dsl,no,yes,no,yes,no,no,month-to-month,yes,electronic check,54.3,654.5,no
1756,0134-xwxce,female,1,no,no,44,yes,no,dsl,no,no,yes,yes,yes,yes,one year,no,bank transfer (automatic),74.85,3268.05,no
1757,6950-twmyb,male,0,yes,yes,54,yes,no,fiber optic,no,yes,no,yes,no,no,two year,yes,bank transfer (automatic),79.95,4362.05,no
1758,5848-fhrfc,female,0,no,no,68,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),20.05,1386.9,no
1759,2243-fnmmi,male,0,no,no,20,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.4,415.4,no
1760,2511-morqy,male,0,yes,yes,50,yes,yes,dsl,no,no,yes,no,no,no,one year,no,bank transfer (automatic),54.9,2614.1,no
1761,5356-kzckt,male,0,no,no,58,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card (automatic),24.45,1513.6,no
1762,9470-xccem,male,0,yes,yes,35,yes,yes,fiber optic,no,yes,no,no,yes,no,month-to-month,yes,bank transfer (automatic),89.65,3161.6,no
1763,6519-cfdbx,female,0,no,no,2,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,45.4,80.95,no
1764,3902-mivle,male,0,yes,yes,63,yes,yes,dsl,yes,no,yes,yes,no,yes,two year,no,mailed check,75.7,4676.7,no
1765,0409-wtmpl,female,0,yes,no,58,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,one year,yes,credit card (automatic),110.65,6526.65,no
1766,8763-kiafh,female,0,yes,yes,27,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,mailed check,20.55,583.3,no
1767,3669-whafy,female,0,yes,no,71,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),115.15,8078.1,no
1768,3055-vtcgs,female,0,no,no,63,yes,no,dsl,no,no,yes,no,no,yes,one year,no,credit card (automatic),58.55,3503.5,no
1769,3144-kmtwz,male,0,yes,no,71,yes,yes,fiber optic,no,yes,yes,no,no,yes,month-to-month,yes,bank transfer (automatic),93.25,6669.45,no
1770,7279-buywn,female,1,no,no,41,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,month-to-month,yes,electronic check,113.2,4689.5,yes
1771,7156-mhugy,male,1,no,no,13,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,90.5,1201.15,yes
1772,7198-glxtc,male,0,no,no,2,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,no,electronic check,79.0,143.65,yes
1773,2007-qvgaw,female,0,yes,yes,68,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),19.35,1292.65,no
1774,5207-plstk,male,0,yes,yes,1,yes,no,dsl,yes,no,no,no,no,no,month-to-month,yes,mailed check,48.75,48.75,no
1775,2307-fynnl,male,1,no,no,65,yes,yes,fiber optic,yes,no,yes,yes,yes,yes,two year,yes,electronic check,109.05,7108.2,no
1776,5605-xnwen,male,1,yes,no,72,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),25.0,1802.55,no
1777,2155-amqrx,female,0,no,no,28,yes,yes,dsl,no,no,no,yes,no,no,month-to-month,yes,credit card (automatic),54.9,1505.15,no
1778,6181-axxyf,male,0,yes,yes,72,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),24.75,1859.1,no
1779,5091-hfazw,female,0,no,no,2,yes,no,fiber optic,yes,yes,no,no,yes,no,month-to-month,yes,electronic check,91.15,168.5,no
1780,0516-vrybw,female,0,no,yes,18,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer (automatic),20.15,390.85,yes
1781,2519-lbnql,male,1,yes,no,60,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,yes,electronic check,104.35,6339.45,no
1782,8623-ulfnq,female,1,no,no,26,yes,yes,dsl,no,no,no,yes,no,yes,month-to-month,yes,electronic check,66.05,1652.4,no
1783,8380-pefpe,male,0,no,yes,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,71.65,71.65,yes
1784,5687-dkdtv,female,0,no,no,4,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.35,77.5,yes
1785,1568-ljszu,male,0,yes,yes,68,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),92.2,6392.85,no
1786,7530-hdyds,female,0,no,no,38,yes,no,fiber optic,no,yes,yes,yes,no,no,month-to-month,yes,credit card (automatic),84.25,3264.5,yes
1787,7789-hksbs,female,1,yes,no,42,yes,yes,fiber optic,yes,no,yes,no,yes,yes,one year,yes,bank transfer (automatic),105.2,4599.15,no
1788,7416-cktep,female,0,yes,no,57,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),19.6,1134.25,no
1789,2586-cwxvv,male,0,yes,no,54,no,no phone service,dsl,no,yes,no,no,no,no,month-to-month,no,electronic check,30.4,1621.35,no
1790,3096-izetn,female,0,no,no,12,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,no,bank transfer (automatic),78.1,947.3,yes
1791,2348-kcjlt,female,0,yes,no,44,yes,no,dsl,yes,yes,yes,no,no,no,one year,yes,mailed check,61.5,2722.2,no
1792,8401-emuwf,male,0,yes,yes,42,yes,yes,dsl,yes,yes,no,no,yes,no,month-to-month,yes,bank transfer (automatic),69.4,3058.3,no
1793,4193-ibksw,male,0,yes,yes,72,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),24.75,1769.6,no
1794,5377-ndtou,female,0,yes,yes,71,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,no,mailed check,91.05,6293.75,no
1795,5922-abdvo,female,0,yes,no,19,yes,yes,fiber optic,no,no,yes,no,no,yes,month-to-month,no,mailed check,89.65,1761.05,yes
1796,2474-lcnue,female,0,yes,no,23,yes,yes,dsl,no,no,no,yes,yes,yes,month-to-month,yes,credit card (automatic),73.65,1642.75,no
1797,0839-qnxme,female,0,no,no,30,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),19.4,578.5,no
1798,3506-ovlkd,male,0,no,no,35,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer (automatic),26.2,954.9,no
1799,9172-ancrx,female,0,no,no,10,yes,yes,fiber optic,yes,no,no,no,yes,yes,month-to-month,yes,electronic check,98.7,973.25,yes
1800,6650-vjonk,male,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),43.85,43.85,no
1801,2178-pmgcj,male,0,no,no,22,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,mailed check,69.7,1490.4,no
1802,7492-tafjd,male,0,yes,yes,7,no,no phone service,dsl,yes,yes,yes,no,no,no,two year,no,mailed check,38.55,280.0,no
1803,2773-madbq,female,0,no,no,36,no,no phone service,dsl,yes,yes,yes,yes,no,yes,two year,yes,mailed check,53.1,1901.25,no
1804,6016-lvtjq,female,0,yes,yes,34,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.65,716.4,no
1805,7860-ksugx,male,0,yes,yes,72,yes,yes,dsl,yes,yes,yes,no,no,no,two year,no,credit card (automatic),64.45,4720.0,no
1806,8966-kzxxa,male,0,yes,yes,36,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),25.1,930.95,no
1807,6910-hadcm,female,0,no,no,1,yes,no,fiber optic,no,no,yes,no,no,no,month-to-month,no,electronic check,76.35,76.35,yes
1808,4816-lxzyw,female,0,no,no,23,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,79.15,1676.95,yes
1809,9606-pbkbq,male,1,yes,no,32,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,85.0,2642.05,yes
1810,5149-qyttu,female,0,yes,yes,71,yes,yes,fiber optic,yes,yes,yes,yes,no,no,one year,yes,credit card (automatic),95.15,6770.85,no
1811,2070-xymfh,female,1,no,no,23,yes,yes,fiber optic,no,no,yes,no,no,no,month-to-month,yes,mailed check,79.35,1835.3,no
1812,2085-bojki,male,0,yes,no,17,yes,no,fiber optic,no,no,yes,no,yes,yes,one year,yes,bank transfer (automatic),96.65,1588.25,no
1813,0817-hsuse,male,0,no,no,1,yes,no,dsl,no,no,yes,yes,yes,yes,month-to-month,yes,electronic check,75.5,75.5,no
1814,5442-pptjy,male,0,yes,yes,12,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,19.7,258.35,no
1815,1927-qewmy,female,0,yes,no,72,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),20.5,1502.25,no
1816,1663-mhlhe,male,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.2,19.2,no
1817,5663-qbgis,male,1,yes,no,72,yes,yes,fiber optic,no,yes,no,no,yes,yes,two year,no,bank transfer (automatic),98.35,6929.4,no
1818,4450-mdzfx,male,0,yes,yes,60,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,no,bank transfer (automatic),74.35,4453.3,no
1819,6701-dhkwq,female,0,yes,yes,61,no,no phone service,dsl,no,yes,yes,yes,yes,no,two year,no,credit card (automatic),51.35,3244.4,no
1820,7554-akdqf,female,0,yes,no,6,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,45.65,323.45,no
1821,3536-iqctx,male,1,yes,no,32,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,no,electronic check,85.3,2661.1,yes
1822,4911-banwh,female,0,no,yes,31,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,yes,credit card (automatic),86.55,2697.4,yes
1823,8496-ejaui,male,0,no,no,19,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,yes,credit card (automatic),73.85,1424.5,yes
1824,0794-yvsge,male,0,yes,yes,72,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),20.3,1401.15,no
1825,5423-bhixo,female,0,no,no,32,yes,yes,dsl,no,yes,no,no,no,no,month-to-month,yes,electronic check,54.2,1739.6,no
1826,6908-vvyhm,male,0,yes,no,65,yes,yes,fiber optic,no,yes,no,no,no,yes,month-to-month,yes,electronic check,90.65,5931.0,no
1827,2959-eexwb,female,0,yes,yes,45,no,no phone service,dsl,yes,no,no,no,yes,yes,month-to-month,yes,bank transfer (automatic),50.9,2333.85,no
1828,1839-umack,male,0,no,no,42,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,electronic check,25.05,949.85,no
1829,3030-ydnrm,male,0,no,no,8,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,74.85,572.45,no
1830,7321-kksdu,male,0,no,yes,32,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.5,696.8,no
1831,3402-xriuo,female,1,yes,no,22,yes,yes,dsl,yes,yes,no,yes,no,no,month-to-month,yes,mailed check,63.55,1381.8,no
1832,3132-tvfdz,male,1,yes,no,57,no,no phone service,dsl,no,no,no,no,yes,yes,month-to-month,yes,electronic check,44.85,2572.95,yes
1833,8286-afuyi,male,0,no,no,1,yes,no,dsl,yes,no,no,no,no,no,month-to-month,no,electronic check,47.95,47.95,no
1834,8080-ddemj,male,1,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,electronic check,45.1,45.1,yes
1835,8356-wuaoj,female,0,yes,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,45.0,45.0,no
1836,6365-mtgzx,male,0,no,no,24,yes,no,fiber optic,no,no,no,yes,yes,yes,month-to-month,yes,electronic check,96.0,2122.45,yes
1837,1349-wxngg,male,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,bank transfer (automatic),20.05,20.05,yes
1838,8058-dmyru,male,1,no,no,54,yes,yes,fiber optic,no,yes,no,no,no,yes,month-to-month,yes,electronic check,90.05,4931.8,no
1839,9350-zxyjc,female,0,no,no,4,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card (automatic),25.3,116.95,no
1840,6990-ynrio,male,0,yes,yes,65,yes,yes,fiber optic,yes,no,yes,yes,yes,yes,two year,no,bank transfer (automatic),108.65,6937.95,yes
1841,8958-jptrr,female,0,yes,no,56,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,electronic check,24.3,1261.7,no
1842,6959-gqegv,male,0,no,no,45,yes,no,dsl,yes,no,yes,no,yes,yes,month-to-month,yes,electronic check,75.95,3273.8,no
1843,3173-wssue,female,0,yes,yes,71,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),19.7,1415.85,no
1844,1265-hvpzb,male,0,yes,no,59,yes,no,dsl,yes,yes,yes,no,yes,no,one year,no,credit card (automatic),66.4,3958.2,no
1845,4115-umjfq,male,0,no,no,69,no,no phone service,dsl,no,yes,yes,no,no,no,one year,yes,bank transfer (automatic),35.75,2492.25,no
1846,7369-trpfd,male,0,no,no,19,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,18.8,279.2,no
1847,1098-kfqec,female,0,yes,yes,55,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),19.4,1083.0,no
1848,7190-xhtwj,female,0,no,no,38,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,19.3,755.5,no
1849,0621-twiem,male,0,no,no,10,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,45.55,402.6,yes
1850,3537-rybhh,female,1,yes,no,47,yes,yes,dsl,yes,yes,yes,no,no,no,month-to-month,yes,credit card (automatic),67.45,3252.0,no
1851,2485-itvkb,female,0,yes,no,2,no,no phone service,dsl,no,no,no,no,no,yes,month-to-month,yes,electronic check,35.1,68.75,yes
1852,3669-oysji,male,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,credit card (automatic),46.2,46.2,yes
1853,1612-eohdh,female,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,electronic check,45.15,45.15,yes
1854,6702-ohfwr,male,1,no,no,1,no,no phone service,dsl,no,yes,yes,no,no,yes,month-to-month,yes,electronic check,43.3,43.3,yes
1855,5296-bfcyd,male,0,yes,yes,46,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,20.1,936.85,no
1856,4510-pyush,female,1,no,no,38,yes,no,dsl,yes,yes,no,no,no,no,month-to-month,yes,credit card (automatic),57.15,2250.65,yes
1857,9359-janws,female,0,yes,no,65,yes,no,dsl,yes,no,yes,yes,no,no,two year,no,credit card (automatic),58.9,3857.1,no
1858,7517-sawmo,female,0,yes,no,19,yes,no,fiber optic,yes,no,no,no,no,no,month-to-month,yes,electronic check,73.2,1441.1,yes
1859,4143-hhpmk,male,0,no,no,52,yes,no,fiber optic,no,yes,no,no,no,yes,month-to-month,yes,electronic check,85.35,4338.6,yes
1860,3279-dyzqm,male,0,yes,yes,71,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,19.45,1378.45,no
1861,7054-lgeqw,female,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,45.95,45.95,yes
1862,0523-vngtf,female,1,no,no,52,no,no phone service,dsl,no,yes,yes,yes,yes,no,month-to-month,yes,electronic check,50.5,2566.3,no
1863,9575-iwcaz,male,0,yes,no,6,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,25.1,171.0,no
1864,7105-mxjll,female,1,yes,no,26,yes,no,dsl,no,no,yes,no,no,yes,one year,no,mailed check,60.7,1597.4,no
1865,7064-frrsw,male,1,no,no,48,yes,yes,fiber optic,no,yes,no,no,yes,yes,one year,yes,electronic check,99.0,4744.35,no
1866,7940-uqqug,female,0,yes,yes,64,yes,yes,fiber optic,yes,no,no,yes,yes,yes,one year,yes,bank transfer (automatic),104.4,6721.6,no
1867,0923-pnfub,female,0,no,no,3,yes,no,fiber optic,no,yes,no,no,yes,no,month-to-month,no,electronic check,83.75,247.25,yes
1868,3961-sxaxy,male,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),44.05,44.05,no
1869,7010-brbuu,male,0,yes,yes,72,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),24.1,1734.65,no
1870,3566-hjgpk,male,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,mailed check,45.55,45.55,no
1871,3062-icyzq,female,0,yes,yes,51,yes,yes,fiber optic,yes,yes,no,no,no,yes,month-to-month,yes,electronic check,93.8,4539.35,no
1872,9938-prcvk,female,0,yes,yes,41,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),19.7,804.25,no
1873,0973-kyvnf,female,0,yes,yes,72,yes,no,dsl,yes,yes,yes,no,yes,no,two year,yes,credit card (automatic),70.65,5011.15,no
1874,5129-hhmzc,female,0,yes,no,43,yes,yes,dsl,yes,yes,no,yes,yes,yes,two year,no,credit card (automatic),86.45,3574.5,no
1875,9637-cdtkz,male,0,yes,no,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),114.1,8086.4,no
1876,3946-jewrq,male,0,yes,no,47,yes,yes,fiber optic,no,no,no,no,yes,yes,one year,yes,credit card (automatic),95.2,4563.0,no
1877,7873-cvmaw,male,0,no,no,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,no,credit card (automatic),88.55,6362.35,no
1878,0463-wzzko,male,0,no,no,3,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,credit card (automatic),20.75,67.1,no
1879,3494-jchrq,male,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.05,70.05,yes
1880,6474-fvjlc,male,0,no,no,2,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,86.0,165.45,yes
1881,4524-qcssm,male,0,no,no,26,no,no phone service,dsl,yes,yes,no,no,no,yes,month-to-month,yes,bank transfer (automatic),44.65,1156.55,no
1882,5832-exgtt,male,0,yes,yes,29,yes,no,dsl,yes,no,no,no,no,yes,month-to-month,yes,mailed check,60.2,1834.15,no
1883,8840-dqlgn,female,1,yes,no,35,yes,yes,fiber optic,yes,yes,no,yes,yes,no,month-to-month,yes,bank transfer (automatic),100.5,3653.35,yes
1884,2039-jondj,male,0,no,no,27,yes,no,dsl,yes,yes,no,no,no,no,one year,no,bank transfer (automatic),55.45,1477.65,no
1885,7217-jyhoq,male,0,yes,yes,24,yes,no,dsl,yes,yes,no,yes,no,yes,month-to-month,yes,credit card (automatic),70.3,1706.45,no
1886,6695-frvec,male,0,yes,yes,67,yes,no,dsl,yes,no,yes,yes,no,no,two year,yes,bank transfer (automatic),60.4,3953.7,no
1887,4547-lytdd,female,0,no,no,16,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,no,electronic check,72.65,1194.3,yes
1888,9894-qmimj,female,0,no,no,23,yes,no,dsl,no,yes,yes,no,no,no,one year,no,bank transfer (automatic),55.8,1327.85,no
1889,8069-yqqaj,male,0,no,no,14,no,no phone service,dsl,no,yes,no,no,no,no,month-to-month,yes,mailed check,31.1,419.7,no
1890,6770-xuagn,female,0,yes,yes,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,electronic check,21.0,21.0,yes
1891,4193-orfcl,female,1,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,45.1,45.1,yes
1892,1636-ntnco,male,1,no,no,4,no,no phone service,dsl,no,yes,no,no,yes,yes,month-to-month,yes,credit card (automatic),50.95,207.35,no
1893,3466-waesx,male,0,no,yes,16,yes,yes,dsl,yes,yes,no,no,no,yes,month-to-month,yes,electronic check,69.1,1083.7,no
1894,9281-pkkze,female,0,yes,no,46,no,no phone service,dsl,no,no,no,no,yes,yes,month-to-month,yes,electronic check,43.95,2007.85,no
1895,3638-vbzta,male,0,no,yes,68,yes,yes,dsl,yes,yes,no,yes,yes,yes,two year,yes,bank transfer (automatic),86.5,5882.75,no
1896,7459-imvyu,male,0,no,no,38,yes,yes,dsl,yes,yes,yes,yes,no,no,month-to-month,no,electronic check,69.95,2657.55,no
1897,7776-qwnfx,male,1,yes,no,30,yes,no,dsl,no,yes,no,no,no,no,month-to-month,yes,bank transfer (automatic),50.4,1527.5,yes
1898,6689-tczhq,female,1,no,no,5,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,no,electronic check,78.95,378.4,yes
1899,8563-oymqy,male,0,no,no,17,yes,no,fiber optic,no,yes,yes,no,no,yes,month-to-month,yes,credit card (automatic),90.95,1612.2,no
1900,0754-eebdc,male,0,yes,yes,4,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,19.9,76.65,no
1901,5777-zpqnc,female,0,no,no,12,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,electronic check,20.15,260.7,no
1902,1951-ieyxm,male,0,yes,yes,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),90.6,6441.85,no
1903,3318-nmqxl,male,0,no,no,3,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,92.0,266.8,no
1904,3143-ildal,male,0,no,no,56,yes,yes,fiber optic,no,yes,no,yes,no,yes,month-to-month,yes,electronic check,94.45,5124.6,yes
1905,1022-rkxdr,female,0,no,no,41,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,mailed check,24.85,962.25,no
1906,2361-fjwno,male,0,no,no,40,no,no phone service,dsl,no,yes,no,yes,no,no,one year,no,credit card (automatic),36.0,1382.9,no
1907,2272-uoini,female,0,no,no,7,yes,no,dsl,yes,yes,no,yes,yes,yes,month-to-month,yes,electronic check,78.5,571.05,no
1908,8232-utfoz,male,0,no,no,69,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),19.95,1399.35,no
1909,3750-yhryo,male,0,yes,yes,7,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,20.65,150.0,no
1910,6637-kyrcv,female,0,yes,yes,5,no,no phone service,dsl,no,yes,no,no,no,no,month-to-month,yes,electronic check,30.5,167.2,no
1911,5668-meisb,female,0,yes,yes,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,no,two year,no,credit card (automatic),106.1,7657.4,no
1912,0129-qmpdr,male,0,yes,yes,44,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,bank transfer (automatic),20.5,865.05,no
1913,7188-cbbba,female,0,no,no,65,yes,yes,fiber optic,no,yes,yes,no,yes,no,one year,yes,electronic check,95.5,6153.85,no
1914,5356-csvsq,female,0,no,no,3,yes,yes,dsl,no,no,no,yes,yes,no,month-to-month,no,electronic check,64.6,174.2,no
1915,3221-cjmsg,male,0,no,no,24,yes,no,dsl,no,no,no,yes,no,no,month-to-month,yes,credit card (automatic),51.1,1269.6,no
1916,4720-vstsi,female,0,no,no,44,yes,yes,fiber optic,no,yes,yes,no,no,no,month-to-month,yes,bank transfer (automatic),84.8,3862.55,yes
1917,3219-jqrsl,female,1,yes,no,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,no,credit card (automatic),89.1,6352.4,no
1918,2801-nisei,male,0,no,no,24,yes,no,dsl,yes,no,no,yes,no,no,month-to-month,no,electronic check,54.95,1348.5,no
1919,3946-mhczw,male,0,no,no,1,yes,no,dsl,no,no,yes,no,no,no,month-to-month,no,mailed check,50.9,50.9,yes
1920,4623-zkhly,male,0,yes,no,22,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,bank transfer (automatic),20.45,471.55,no
1921,6732-vaile,male,0,yes,yes,70,yes,yes,dsl,no,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),85.95,5931.75,no
1922,8201-aaxcb,male,0,yes,yes,25,yes,yes,dsl,no,no,no,no,yes,no,month-to-month,no,electronic check,60.35,1404.65,no
1923,7696-cftat,male,0,yes,yes,37,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),19.8,726.1,no
1924,1845-csbrz,female,1,yes,yes,22,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,no,bank transfer (automatic),85.35,1961.6,no
1925,2123-vscot,female,0,yes,yes,59,yes,yes,dsl,no,no,yes,yes,yes,no,two year,yes,bank transfer (automatic),72.1,4194.85,no
1926,6651-azvtj,male,0,yes,yes,49,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,99.8,4872.45,yes
1927,4566-goluk,male,0,yes,yes,47,yes,yes,fiber optic,no,no,yes,yes,yes,yes,month-to-month,yes,bank transfer (automatic),107.35,5118.95,yes
1928,2484-dgxpz,female,0,yes,yes,31,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,19.55,658.95,yes
1929,2018-qkygt,male,0,yes,yes,1,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,81.05,81.05,no
1930,2792-vppet,male,0,no,no,3,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,electronic check,20.5,76.95,no
1931,7409-jurkq,female,0,yes,no,53,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,one year,yes,bank transfer (automatic),111.8,5809.75,no
1932,3247-mhjkm,male,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.2,20.2,no
1933,1964-svlea,male,0,no,no,20,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,mailed check,19.7,415.9,no
1934,4587-nukox,female,0,no,no,3,yes,no,fiber optic,yes,yes,no,no,no,no,month-to-month,yes,electronic check,79.1,246.5,yes
1935,7297-dvyga,female,0,no,no,51,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,bank transfer (automatic),19.85,996.95,no
1936,2239-cgbuz,female,0,yes,no,51,yes,no,dsl,yes,yes,no,yes,no,no,one year,yes,bank transfer (automatic),60.5,3145.15,no
